Source,Target
97723,15918520
97723,94715323
97723,35413441
97723,10536388
97723,10511818
97723,14665163
97723,50339279
97723,7165395
97723,53028310
97723,61683160
97723,13604319
97723,4722154
97723,19099116
97723,124466671
97723,140826095
97723,82437616
97723,15863282
97723,16788979
97723,8883706
97723,118541820
97723,12924416
97723,110380547
97723,50030086
97723,141960716
97723,81968657
97723,29709842
97723,5772819
97723,86711827
97723,21323283
97723,14378518
97723,38004253
97723,14003743
97723,29566498
97723,13008418
97723,44797480
97723,36877866
97723,5172779
97723,17434158
97723,28583476
97723,17061440
97723,14839361
97723,10767938
97723,145485378
97723,144980
97723,25867860
97723,50925147
97723,23795292
97723,40781407
97723,23299682
97723,39401058
97723,12609128
97723,5742193
97723,24542834
97723,53841524
97723,20747893
97723,131753598
97723,47507073
97723,16260739
97723,58719876
97723,42464904
97723,18171529
97723,19873425
97723,42690195
97723,135104152
97723,144266904
97723,10385049
97723,43288225
97723,44496545
97723,55352995
97723,42116773
97723,37381797
97723,138499751
97723,81407657
97723,51746474
97723,26771114
97723,14089905
97723,8941234
97723,47191742
97723,8240832
97723,21645002
97723,153175757
97723,18493135
97723,18525908
97723,47234772
97723,15376086
97723,13645527
97723,79732440
97723,43538137
97723,10284760
97723,70678232
97723,82714332
97723,8146665
97723,1435370
97723,10319593
97723,6389486
97723,12838642
97723,16594677
97723,76185339
97723,12760829
97723,22361855
97723,13338368
97723,87199493
97723,16549641
97723,13844233
97723,16193304
97723,42413848
97723,62091032
97723,17684252
97723,8476445
97723,136623904
97723,13231905
97723,80404258
97723,42460967
97723,10538795
97723,86918965
97723,22171445
97723,2617150
97723,64544582
97723,30330696
97723,31995722
97723,82708305
97723,61613907
97723,30005077
97723,109383510
97723,15533912
97723,32960352
97723,19871589
97723,26988390
97723,19359597
97723,8943471
97723,37302129
97723,34518904
97723,2940792
97723,10166144
97723,100691844
97723,2346897
97723,11425684
97723,37150613
97723,145420182
97723,16844702
97723,27420578
97723,5552038
97723,18757543
97723,6330287
97723,18001839
97723,145213361
97723,13070258
97723,57292723
97723,43874237
97723,36835265
97723,39399364
97723,119263173
97723,42272710
97723,23879621
97723,57327561
97723,49637323
97723,69625804
97723,141129677
97723,37658577
97723,6586322
97723,26920916
97723,26795991
97723,16889823
97723,93581279
97723,26374113
97723,150521835
97723,11900915
97723,63504376
97723,80506878
144980,1740968
144980,1023290
144980,97723
144980,5754488
225392,354905633
225392,15136035
225392,42260486
225392,1034510
225392,29312180
225392,127930870
241969,139645570
241969,3204354
241969,1919108
241969,2838667
241969,2212237
241969,2345237
241969,5365531
241969,131586598
241969,36001455
241969,8341691
241969,667198
241969,17594431
241969,5152705
241969,4794823
241969,96206
241969,48047700
241969,24268890
241969,7900892
241969,265056
241969,10122477
241969,3307373
241969,4395888
241969,4416119
243146,3024736
243146,2839074
243146,3204354
243146,40648996
243146,1494374
243146,1111144
243146,24350729
243146,1666282
243146,42377546
243146,2042988
243146,7668140
243146,9684346
243146,1498237
243146,667198
243146,289213
265056,5152705
265056,131586598
265056,2838667
265056,4395888
265056,241969
265056,142397232
265056,2345237
265056,18471542
265056,4416119
265056,8341691
265056,667198
281022,58014114
281022,56613
281022,52246761
281022,377546670
281022,81206
281022,115208535
281022,2900408
281022,1583546
281022,6588988
281022,10337178
289213,2839074
289213,94102786
289213,1086536
289213,24350729
289213,2737194
289213,1384971
289213,81407657
289213,42377546
289213,243146
289213,3257425
289213,3044348
402818,179118816
402818,246421370
402818,146634430
406581,23540705
406581,152376290
406581,22424067
406581,115438473
406581,5469195
406581,70701613
406581,33639023
406581,229813788
406581,32857758
442774,280816456
442774,27596055
588429,223375650
588429,5362371
588429,19871589
588429,12971718
588429,131597736
588429,1740968
588429,5047246
588429,18001839
588429,693390
588429,2640945
588429,36372366
588429,81206
588429,2900408
588429,2490681
588429,97723
588429,12335742
602967,9825445
602967,131586598
602967,212642278
602967,42377546
602967,2737194
602967,7668140
602967,2042988
602967,1435370
602967,4395888
602967,145773488
602967,7769595
602967,667198
628968,7584644
628968,2804068
628968,30695590
628968,9825445
628968,693390
628968,4395888
628968,1568122
667198,3204354
667198,1919108
667198,68511624
667198,2838667
667198,2212237
667198,72346514
667198,99773588
667198,5365531
667198,7639964
667198,1361567
667198,20759076
667198,131586598
667198,36634150
667198,8151211
667198,145773488
667198,241969
667198,3193274
667198,8341691
667198,17594431
667198,5152705
667198,145485378
667198,27577925
667198,42377546
667198,243146
667198,18864972
667198,2553164
667198,48047700
667198,602967
667198,6325208
667198,10742492
667198,80585948
667198,265056
667198,2804068
667198,17130980
667198,1111144
667198,38767726
667198,4395888
667198,82437616
667198,4416119
667198,2940792
667198,3141116
693390,19936770
693390,5469195
693390,41812496
693390,119932947
693390,18632724
693390,5772819
693390,8761370
693390,11759642
693390,17631775
693390,80420
693390,107013677
693390,22244913
693390,1310770
693390,143331381
693390,7221816
693390,16089158
693390,27064903
693390,4613199
693390,124556368
693390,2907223
693390,20072043
693390,5864563
693390,87567478
693390,51830394
693390,9749628
693390,236897921
693390,7862914
693390,16260739
693390,16404613
693390,15562886
693390,588429
693390,23498897
693390,72288916
693390,5356180
693390,44496545
693390,9825445
693390,20070578
693390,133010099
693390,230444725
693390,135520438
693390,97796283
693390,11588290
693390,5362371
693390,15358658
693390,154122439
693390,14260938
693390,260131546
693390,223067357
693390,62814947
693390,628968
693390,84400876
693390,7459053
693390,3141360
693390,64582384
693390,171982081
693390,13125378
693390,320309519
693390,209889040
693390,178402583
693390,52042011
693390,136623904
693390,80404258
693390,10538795
693390,79907121
693390,12131135
693390,25205574
693390,11190617
693390,152960858
693390,95083362
693390,36551524
693390,32228717
693390,1418097
693390,146061172
693390,55471995
693390,5626748
693390,25359742
693390,3931523
693390,143931790
693390,41626001
693390,171267987
693390,140645785
693390,111188891
693390,124284320
693390,29473185
693390,7905190
693390,131597736
693390,34952618
693390,12590511
693390,15918520
693390,3193274
693390,2808771
693390,42272710
693390,57327561
693390,25516490
693390,99091949
693390,124466671
693390,8405491
693390,54381043
693390,63504376
693390,80506878
695409,7104133
695409,24431406
695409,40299054
695409,2346897
695409,11918067
695409,1060825
786309,9460889
786309,20676611
786309,75886475
786309,32439942
823920,3439142
885512,95083362
885512,7088771
885512,5362371
885512,761032
885512,3396366
885512,8655635
903169,13125378
903169,1384971
903169,2345237
903169,7129110
903169,11759642
903169,3230493
903169,2136863
903169,36026532
903169,104015277
903169,145773488
903169,9347256
903169,267378491
903169,10902725
903169,12971718
903169,44603463
903169,183322952
903169,23879621
903169,18014668
903169,10705232
903169,1489880
903169,30328025
903169,71757021
903169,16776032
903169,87332324
903169,1494374
903169,1983080
903169,18835563
903169,2042988
903169,133294834
903169,4587508
903169,18776821
903169,3607159
907184,22192321
907184,27596055
985461,93185984
985461,5362371
985461,7584644
985461,1983080
985461,3919546
985461,6167437
985461,5047246
985461,8405491
985461,45268147
985461,27596055
985461,2022136
985461,67420730
985461,97723
985461,27001246
1016417,52467233
1016417,1034510
1034510,19203328
1034510,1016417
1034510,354905633
1034510,17061440
1034510,368617862
1034510,42260486
1034510,225392
1053301,55683160
1053301,8963023
1060825,80404258
1060825,7104133
1060825,24431406
1060825,40299054
1060825,196183984
1060825,695409
1060825,179125906
1060825,11918067
1060825,2346897
1060825,26990166
1084180,22424067
1084180,30120964
1084180,132440849
1084180,42690195
1084180,4812949
1084180,32857758
1084180,13844776
1084180,27219754
1084180,81206
1084180,97723
1084180,201474493
1084180,84866878
1084180,43874237
1084180,154122439
1084180,123322953
1084180,27206863
1084180,95463632
1084180,19237456
1084180,11190617
1084180,9595363
1084180,48037371
1086536,54497411
1086536,13844233
1086536,32151440
1086536,2345237
1086536,8954268
1086536,1361567
1086536,2839074
1086536,2737194
1086536,3161775
1086536,139569464
1086536,2900408
1086536,8341691
1086536,94715323
1086536,289213
1086536,12131135
1086536,25215557
1086536,630477
1086536,3257425
1086536,10826326
1086536,8291287
1086536,1489880
1086536,9840349
1086536,12338270
1086536,11568353
1086536,10468967
1086536,2042988
1086536,10501107
1086536,4587508
1111144,3204354
1111144,243146
1111144,99773588
1111144,2940792
1111144,667198
1192330,61683160
1361567,145485378
1361567,7088771
1361567,16974309
1361567,11340422
1361567,1086536
1361567,2737194
1361567,38140427
1361567,2042988
1361567,630477
1361567,1435370
1361567,145773488
1361567,13070258
1361567,4587508
1361567,2345237
1361567,145755866
1361567,9840349
1361567,667198
1380525,21825794
1380525,170382219
1380525,8482831
1380525,38049172
1380525,35025941
1380525,72290711
1380525,38946073
1380525,82765619
1380525,13053886
1380525,72174912
1380525,5974083
1380525,312170456
1380525,40606309
1380525,188300136
1380525,21588331
1380525,220830059
1380525,17673456
1380525,30619889
1380525,45118578
1380525,51417586
1380525,25027450
1380525,18676861
1380525,9902975
1384971,903169
1384971,94102786
1384971,36026532
1384971,4587508
1384971,7129110
1384971,3607159
1384971,289213
1393384,10166144
1393384,33806850
1393384,238280984
1393384,7420056
1393384,56613
1393384,114539305
1393384,8151211
1393384,78290734
1393384,20396595
1393384,81206
1393384,211161786
1393384,23331259
1393384,6588988
1393384,93185984
1393384,6630856
1393384,13074516
1393384,138284244
1393384,18525908
1393384,26564951
1393384,12604887
1393384,18133342
1393384,23479272
1393384,14574316
1393384,4369900
1393384,38767726
1435370,145485378
1435370,7088771
1435370,10902725
1435370,131586598
1435370,24350729
1435370,6289293
1435370,36001455
1435370,4395888
1435370,145773488
1435370,1361567
1435370,142397232
1435370,13070258
1435370,602967
1435370,97723
1435370,17594431
1467451,3815047
1467451,2553164
1467451,32151440
1467451,16114908
1467451,12335742
1489880,903169
1489880,2804068
1489880,1919108
1489880,1086536
1489880,3132488
1489880,2838667
1489880,4364278
1489880,145755866
1489880,8341691
1489880,3230493
1498237,1666282
1498237,243146
1498237,17120172
1498237,2541937
1498237,3244337
1498237,113393
1503087,18678548
1511262,19203328
1511262,133725441
1511262,21825794
1511262,20676611
1511262,13125378
1511262,20755077
1511262,19529093
1511262,38140427
1511262,35809678
1511262,20196751
1511262,6865296
1511262,217839761
1511262,86711827
1511262,11757975
1511262,28078361
1511262,11759642
1511262,16937753
1511262,10784153
1511262,86902813
1511262,26419233
1511262,13008418
1511262,9842851
1511262,82182181
1511262,16610469
1511262,42460967
1511262,13844776
1511262,30337576
1511262,31474729
1511262,51746474
1511262,25222954
1511262,39647918
1511262,17478324
1511262,47049396
1511262,28418359
1511262,147680696
1511262,139547194
1511262,21525823
1511262,22100673
1511262,26576321
1511262,77886275
1511262,154122439
1511262,25516490
1511262,172762571
1511262,21645002
1511262,20460750
1511262,27206863
1511262,19237456
1511262,18493135
1511262,6586322
1511262,18291923
1511262,48386039
1511262,41457110
1511262,68892630
1511262,12528216
1511262,17095001
1511262,222270555
1511262,18318300
1511262,80585948
1511262,36267995
1511262,17860194
1511262,68978402
1511262,35088357
1511262,22416870
1511262,97626343
1511262,99091949
1511262,11082228
1511262,229622389
1511262,58922614
1511262,4896629
1511262,215658616
1511262,8669306
1511262,7547134
1519480,7862914
1519480,7627782
1519480,38086281
1519480,85526033
1519480,72288916
1519480,192730138
1519480,117250462
1519480,80420
1519480,42187308
1519480,7221816
1519480,252964792
1519480,86407610
1519480,25809722
1519480,88475450
1519480,32887491
1519480,44816199
1519480,66865352
1519480,72307528
1519480,57327561
1519480,12447438
1519480,11190617
1519480,36273278
1519480,5648859
1519480,30328025
1519480,29763683
1519480,23402346
1519480,50549227
1519480,294848877
1519480,37302129
1519480,140216180
1519480,146061172
1519480,25450622
1536935,2804068
1536935,67231914
1536935,133294834
1536935,5208760
1536935,1568122
1536935,167994430
1551214,179118816
1551214,2415008
1551214,19936770
1551214,5362371
1551214,19718278
1551214,6654025
1551214,134180173
1551214,103935061
1551214,27596055
1551214,1700506
1568122,1536935
1568122,628968
1568122,5896972
1568122,133294834
1568122,31328307
1583546,2900408
1583546,81206
1583546,281022
1583546,3856391
1694929,1768703
1715523,5152705
1715523,2802893
1740968,20475659
1740968,22362509
1740968,588429
1740968,32151440
1740968,18632724
1740968,7692313
1740968,16843684
1740968,7668140
1740968,12590511
1740968,1023290
1740968,97723
1740968,196008253
1740968,198489790
1740968,6630856
1740968,124556368
1740968,144980
1740968,266485341
1740968,18133342
1740968,179118816
1740968,1494374
1740968,1983080
1740968,23402346
1740968,47746028
1740968,8405491
1764497,2066439
1764497,20028682
1764497,81968657
1764497,52507027
1764497,72288916
1764497,66245667
1764497,15136035
1764497,150519847
1764497,44797480
1764497,15324458
1764497,40981168
1764497,42682162
1764497,145009203
1764497,14224692
1764497,43357362
1764497,153468466
1764497,217732025
1764497,25809722
1764497,179570619
1764497,22636477
1764497,72174912
1764497,9826881
1764497,251257928
1764497,8439497
1764497,24881737
1764497,57327561
1764497,18520398
1764497,90443989
1764497,57599192
1764497,12519257
1764497,61683160
1764497,223067357
1764497,30619889
1764497,139688306
1764497,18059383
1768703,1694929
1768703,1310770
1768703,52183100
1777700,30619017
1777700,171846922
1777700,83338128
1777700,21323283
1777700,111188891
1777700,88154273
1777700,24721186
1777700,24431406
1777700,19583664
1777700,31556017
1777700,97723
1777700,145590719
1777700,160137536
1777700,222470975
1777700,33648320
1777700,107454659
1777700,16806727
1777700,20879560
1777700,17316223
1777700,14421961
1777700,14303096
1777700,70678232
1777700,22508637
1777700,88175965
1777700,34372073
1777700,6087405
1777700,54381043
1777700,308497272
1777700,26744697
1777700,8139647
1841777,23498897
1860358,47507073
1860358,21825794
1860358,22424067
1860358,146439429
1860358,298387846
1860358,14686221
1860358,2212237
1860358,36372366
1860358,12419474
1860358,99773588
1860358,163327510
1860358,421782
1860358,43700633
1860358,16886811
1860358,111188891
1860358,14003743
1860358,85024288
1860358,183813282
1860358,181144102
1860358,23348777
1860358,12842667
1860358,5673019
1860358,15777853
1860358,7041342
1860358,39668422
1860358,5159496
1860358,12575178
1860358,14665163
1860358,56632140
1860358,72360530
1860358,181055314
1860358,6586322
1860358,53918306
1860358,5351778
1860358,49879787
1860358,47746028
1860358,37302129
1860358,229622389
1860358,83616630
1860358,29746937
1860358,64133244
1860358,100030077
1896907,222910784
1896907,16260739
1896907,444064036
1896907,251257928
1896907,18464777
1896907,97410954
1896907,10538795
1896907,107013677
1896907,124466671
1896907,64582384
1896907,281897362
1896907,272389491
1896907,171267987
1896907,27596055
1896907,144080185
1896907,196008253
1896907,134135127
1896907,237025503
1919108,5152705
1919108,3204354
1919108,2838667
1919108,241969
1919108,4416119
1919108,1489880
1919108,8341691
1919108,3230493
1919108,667198
1983080,12924416
1983080,903169
1983080,16685057
1983080,33503232
1983080,5469195
1983080,141960716
1983080,14686221
1983080,38140427
1983080,116000783
1983080,119932947
1983080,5772819
1983080,7220245
1983080,7129110
1983080,7692313
1983080,17631775
1983080,14003743
1983080,26419233
1983080,8154145
1983080,25533471
1983080,13008418
1983080,82182181
1983080,17721381
1983080,150519847
1983080,36634150
1983080,39570475
1983080,145009203
1983080,31533109
1983080,143331381
1983080,68942389
1983080,25860664
1983080,14659130
1983080,5673019
1983080,167994430
1983080,2922560
1983080,118626880
1983080,16089158
1983080,44603463
1983080,5159496
1983080,3247181
1983080,12607054
1983080,248571471
1983080,124556368
1983080,13074516
1983080,39635543
1983080,43638872
1983080,71572057
1983080,12338270
1983080,25025631
1983080,25422433
1983080,10930786
1983080,73439334
1983080,45118578
1983080,3607159
1983080,12335742
1983080,47507073
1983080,8653441
1983080,22661761
1983080,3964546
1983080,7104133
1983080,16404613
1983080,15562886
1983080,33752200
1983080,58719876
1983080,39830667
1983080,10344590
1983080,26715281
1983080,72288916
1983080,135104152
1983080,49786009
1983080,14241945
1983080,34517656
1983080,7420056
1983080,6617243
1983080,18750618
1983080,23273632
1983080,22849186
1983080,9825445
1983080,1740968
1983080,20880552
1983080,51746474
1983080,164010157
1983080,36001455
1983080,29312180
1983080,230444725
1983080,32250551
1983080,15303353
1983080,3919546
1983080,211161786
1983080,11901625
1983080,13311673
1983080,74238654
1983080,11588290
1983080,96358083
1983080,32887491
1983080,15358658
1983080,10902725
1983080,13666503
1983080,20879560
1983080,180815049
1983080,112210634
1983080,58024139
1983080,17382087
1983080,22756553
1983080,35229391
1983080,18525908
1983080,180131542
1983080,260131546
1983080,12253916
1983080,21146333
1983080,223067357
1983080,8792294
1983080,8146665
1983080,10122477
1983080,5777648
1983080,64582384
1983080,11167477
1983080,17613048
1983080,29746937
1983080,254730490
1983080,22361855
1983080,9177344
1983080,3204354
1983080,5409539
1983080,146439429
1983080,205614342
1983080,13844233
1983080,49081101
1983080,20086542
1983080,209889040
1983080,17128209
1983080,3596565
1983080,112931093
1983080,86436123
1983080,11415836
1983080,36885276
1983080,10417436
1983080,179520287
1983080,8476445
1983080,52042011
1983080,3253026
1983080,15136035
1983080,13171483
1983080,142397232
1983080,23049522
1983080,20842291
1983080,139569464
1983080,1023290
1983080,267378491
1983080,7041342
1983080,222470975
1983080,160137536
1983080,84866878
1983080,41022787
1983080,3820357
1983080,183322952
1983080,2553164
1983080,18864972
1983080,38200658
1983080,10202966
1983080,11190617
1983080,77780317
1983080,18133342
1983080,32960352
1983080,39563617
1983080,98780514
1983080,2804068
1983080,145605995
1983080,8943471
1983080,224890224
1983080,147965297
1983080,37302129
1983080,985461
1983080,83616630
1983080,80506878
1983080,9311605
1983080,34518904
1983080,25027450
1983080,57564540
1983080,10166144
1983080,4801409
1983080,7584644
1983080,51511685
1983080,20682635
1983080,20874125
1983080,22362509
1983080,143931790
1983080,185081231
1983080,145393041
1983080,12419474
1983080,197427603
1983080,8799634
1983080,41626001
1983080,145420182
1983080,77407639
1983080,18295703
1983080,226555284
1983080,140645785
1983080,10337178
1983080,27001246
1983080,54801822
1983080,16449440
1983080,29473185
1983080,16843684
1983080,31871401
1983080,32377260
1983080,25002927
1983080,6330287
1983080,38462899
1983080,2900408
1983080,97723
1983080,94715323
1983080,93185984
1983080,36372366
1983080,5098440
1983080,162727369
1983080,7424968
1983080,6630856
1983080,18014668
1983080,69625804
1983080,12374474
1983080,57327561
1983080,35639760
1983080,37658577
1983080,7165395
1983080,159169492
1983080,8291287
1983080,61683160
1983080,26795991
1983080,43663836
1983080,132735968
1983080,26374113
1983080,22416870
1983080,50549227
1983080,47746028
1983080,99091949
1983080,10484209
1983080,8405491
1983080,10501107
1983080,4364278
1983080,14767096
1983080,11141119
1983080,45983742
1983080,4815871
1995866,72174912
1995866,139766818
1995866,98780514
1995866,10767938
1995866,62814947
1995866,146439429
1995866,5557511
1995866,15465033
1995866,197671183
1995866,84614262
1995866,26795991
1995866,3612985
1995866,111188891
1995866,9749628
1995866,18133342
2022136,24268890
2022136,133294834
2022136,985461
2022136,7129110
2022136,5454458
2022136,8954268
2101534,29862619
2101534,80420
2101534,12929326
2101534,33639023
2136863,903169
2136863,7129110
2151236,97453281
2151236,3815047
2151236,1666282
2151236,2553164
2151236,53290988
2151236,32151440
2151236,16114908
2210028,36855919
2212237,5365531
2212237,3204354
2212237,131586598
2212237,1860358
2212237,3132488
2212237,241969
2212237,99773588
2212237,11082228
2212237,421782
2212237,4416119
2212237,8341691
2212237,7900892
2212237,667198
2346897,7104133
2346897,16602087
2346897,40299054
2346897,695409
2346897,11918067
2346897,1060825
2346897,97723
2346897,48603869
2415008,3024736
2415008,6332803
2415008,1666282
2415008,1551214
2415008,72346514
2415008,45268147
2415008,18603707
2490681,588429
2490681,8482831
2490681,12664978
2490681,140645785
2490681,10337178
2490681,36001455
2490681,38019891
2490681,260929336
2490681,1023290
2490681,222910784
2490681,134180173
2490681,39893334
2490681,115208535
2490681,2907223
2490681,3024736
2490681,39563617
2490681,11568353
2490681,10122477
2490681,133294834
2490681,50857215
2541937,818307
2541937,2042988
2541937,69625804
2541937,40981168
2541937,32357137
2541937,72288916
2541937,3596565
2541937,179570619
2541937,16114908
2541937,1498237
2617150,31295137
2617150,119832100
2617150,20887846
2617150,16089158
2617150,72307528
2617150,39830667
2617150,18014668
2617150,10538795
2617150,8304110
2617150,36001455
2617150,10484209
2617150,133294834
2617150,18632724
2617150,5754488
2617150,14659130
2617150,97723
2640945,10166144
2640945,105320929
2640945,42272710
2640945,588429
2640945,8473264
2640945,103935061
2640945,11190617
2640945,77780317
2714861,16404613
2714861,13844233
2714861,22362509
2714861,12545423
2714861,8071185
2714861,32357137
2714861,11425684
2714861,10417436
2714861,18799389
2714861,12290463
2714861,26234658
2714861,16843684
2714861,18274597
2714861,26620712
2714861,49568943
2714861,38462899
2714861,139569464
2714861,14659130
2714861,94715323
2714861,7041342
2714861,12099779
2714861,13666503
2714861,7878475
2714861,18864972
2714861,139994188
2714861,18520398
2714861,25330255
2714861,10863822
2714861,176535761
2714861,12607054
2714861,69625804
2714861,8291287
2714861,12604887
2714861,15533912
2714861,32960352
2714861,10319593
2714861,50259434
