Source,Target
162666116,148117617
162666116,132230294
162666116,194759959
162666116,29461701
162666116,79850701
162666116,232375018
162666116,88654015
162666116,156056633
162666116,169228917
162666116,58978893
162666116,34143544
162666116,80096908
162666116,89628482
162666116,176366874
162666116,177305942
162666116,129945820
162666116,141078729
162666116,163488426
162666116,21525823
162666116,67762281
162666116,110629301
162666116,210636556
135979043,149061807
135979043,90025108
135979043,97513683
135979043,83848730
135979043,162042489
135979043,137603280
135979043,26484449
135979043,137980939
135979043,162666116
135979043,123819331
135979043,139599995
135979043,194146366
135979043,178655407
135979043,185352206
135979043,18031725
135979043,89530569
135979043,85934256
135979043,90226154
135979043,71035577
135979043,22171445
135979043,219200607
135979043,40584410
135979043,40753584
135979043,341871317
135979043,246024696
135979043,199847776
135979043,49743084
135979043,76039583
135979043,162334011
135979043,56443386
135979043,382355930
135979043,47259093
135979043,426193177
135979043,45050468
135979043,68603392
135979043,165420522
135979043,134448659
135979043,76718224
135979043,191839048
135979043,80526333
135979043,107071727
135979043,141212886
135979043,22013081
135979043,40271055
135979043,138475435
135979043,43149723
135979043,186274805
135979043,17880393
135979043,23762493
135979043,118363632
135979043,163298395
135979043,148117617
135979043,132230294
135979043,194759959
135979043,29461701
135979043,79850701
135979043,232375018
135979043,88654015
135979043,156056633
135979043,169228917
135979043,58978893
135979043,34143544
135979043,80096908
135979043,89628482
135979043,176366874
135979043,177305942
135979043,129945820
135979043,141078729
135979043,163488426
135979043,21525823
135979043,67762281
135979043,110629301
135979043,210636556
123819331,149061807
123819331,90025108
123819331,97513683
123819331,83848730
123819331,162042489
123819331,137603280
123819331,26484449
123819331,137980939
123819331,162666116
123819331,135979043
123819331,139599995
123819331,194146366
123819331,178655407
123819331,185352206
123819331,18031725
123819331,89530569
123819331,85934256
123819331,90226154
123819331,71035577
123819331,22171445
123819331,219200607
123819331,40584410
123819331,40753584
123819331,341871317
123819331,246024696
123819331,199847776
123819331,49743084
123819331,76039583
123819331,162334011
123819331,56443386
123819331,382355930
123819331,47259093
123819331,426193177
123819331,45050468
123819331,68603392
123819331,165420522
123819331,134448659
123819331,76718224
123819331,191839048
123819331,80526333
123819331,107071727
123819331,141212886
123819331,22013081
123819331,40271055
123819331,138475435
123819331,43149723
123819331,186274805
123819331,17880393
123819331,23762493
123819331,118363632
123819331,163298395
123819331,148117617
123819331,132230294
123819331,194759959
123819331,29461701
123819331,79850701
123819331,232375018
123819331,88654015
123819331,156056633
123819331,169228917
123819331,58978893
123819331,34143544
123819331,80096908
123819331,89628482
123819331,176366874
123819331,177305942
123819331,129945820
123819331,141078729
123819331,163488426
123819331,21525823
123819331,67762281
123819331,110629301
123819331,210636556
139599995,149061807
139599995,90025108
139599995,97513683
139599995,83848730
139599995,162042489
139599995,137603280
139599995,26484449
139599995,137980939
139599995,162666116
139599995,135979043
139599995,123819331
139599995,194146366
139599995,178655407
139599995,185352206
139599995,18031725
139599995,89530569
139599995,85934256
139599995,90226154
139599995,71035577
139599995,22171445
139599995,219200607
139599995,40584410
139599995,40753584
139599995,341871317
139599995,246024696
139599995,199847776
139599995,49743084
139599995,76039583
139599995,162334011
139599995,56443386
139599995,382355930
139599995,47259093
139599995,426193177
139599995,45050468
139599995,68603392
139599995,165420522
139599995,134448659
139599995,76718224
139599995,191839048
139599995,80526333
139599995,107071727
139599995,141212886
139599995,22013081
139599995,40271055
139599995,138475435
139599995,43149723
139599995,186274805
139599995,17880393
139599995,23762493
139599995,118363632
139599995,163298395
139599995,148117617
139599995,132230294
139599995,194759959
139599995,29461701
139599995,79850701
139599995,232375018
139599995,88654015
139599995,156056633
139599995,169228917
139599995,58978893
139599995,34143544
139599995,80096908
139599995,89628482
139599995,176366874
139599995,177305942
139599995,129945820
139599995,141078729
139599995,163488426
139599995,21525823
139599995,67762281
139599995,110629301
139599995,210636556
194146366,149061807
194146366,90025108
194146366,97513683
194146366,83848730
194146366,162042489
194146366,137603280
194146366,26484449
194146366,137980939
194146366,162666116
194146366,135979043
194146366,123819331
194146366,139599995
194146366,178655407
194146366,185352206
194146366,18031725
194146366,89530569
194146366,85934256
194146366,90226154
194146366,71035577
194146366,22171445
194146366,219200607
194146366,40584410
194146366,40753584
194146366,341871317
194146366,246024696
194146366,199847776
194146366,49743084
194146366,76039583
194146366,162334011
194146366,56443386
194146366,382355930
194146366,47259093
194146366,426193177
194146366,45050468
194146366,68603392
194146366,165420522
194146366,134448659
194146366,76718224
194146366,191839048
194146366,80526333
194146366,107071727
194146366,141212886
194146366,22013081
194146366,40271055
194146366,138475435
194146366,43149723
194146366,186274805
194146366,17880393
194146366,23762493
194146366,118363632
194146366,163298395
194146366,148117617
194146366,132230294
194146366,194759959
194146366,29461701
194146366,79850701
194146366,232375018
194146366,88654015
194146366,156056633
194146366,169228917
194146366,58978893
194146366,34143544
194146366,80096908
194146366,89628482
194146366,176366874
194146366,177305942
194146366,129945820
194146366,141078729
194146366,163488426
194146366,21525823
194146366,67762281
194146366,110629301
194146366,210636556
178655407,149061807
178655407,90025108
178655407,97513683
178655407,83848730
178655407,162042489
178655407,137603280
178655407,26484449
178655407,137980939
178655407,162666116
178655407,135979043
178655407,123819331
178655407,139599995
178655407,194146366
178655407,185352206
178655407,18031725
178655407,89530569
178655407,85934256
178655407,90226154
178655407,71035577
178655407,22171445
178655407,219200607
178655407,40584410
178655407,40753584
178655407,341871317
178655407,246024696
178655407,199847776
178655407,49743084
178655407,76039583
178655407,162334011
178655407,56443386
178655407,382355930
178655407,47259093
178655407,426193177
178655407,45050468
178655407,68603392
178655407,165420522
178655407,134448659
178655407,76718224
178655407,191839048
178655407,80526333
178655407,107071727
178655407,141212886
178655407,22013081
178655407,40271055
178655407,138475435
178655407,43149723
178655407,186274805
178655407,17880393
178655407,23762493
178655407,118363632
178655407,163298395
178655407,148117617
178655407,132230294
178655407,194759959
178655407,29461701
178655407,79850701
178655407,232375018
178655407,88654015
178655407,156056633
178655407,169228917
178655407,58978893
178655407,34143544
178655407,80096908
178655407,89628482
178655407,176366874
178655407,177305942
178655407,129945820
178655407,141078729
178655407,163488426
178655407,21525823
178655407,67762281
178655407,110629301
178655407,210636556
185352206,149061807
185352206,90025108
185352206,97513683
185352206,83848730
185352206,162042489
185352206,137603280
185352206,26484449
185352206,137980939
185352206,162666116
185352206,135979043
185352206,123819331
185352206,139599995
185352206,194146366
185352206,178655407
185352206,18031725
185352206,89530569
185352206,85934256
185352206,90226154
185352206,71035577
185352206,22171445
185352206,219200607
185352206,40584410
185352206,40753584
185352206,341871317
185352206,246024696
185352206,199847776
185352206,49743084
185352206,76039583
185352206,162334011
185352206,56443386
185352206,382355930
185352206,47259093
185352206,426193177
185352206,45050468
185352206,68603392
185352206,165420522
185352206,134448659
185352206,76718224
185352206,191839048
185352206,80526333
185352206,107071727
185352206,141212886
185352206,22013081
185352206,40271055
185352206,138475435
185352206,43149723
185352206,186274805
185352206,17880393
185352206,23762493
185352206,118363632
185352206,163298395
185352206,148117617
185352206,132230294
185352206,194759959
185352206,29461701
185352206,79850701
185352206,232375018
185352206,88654015
185352206,156056633
185352206,169228917
185352206,58978893
185352206,34143544
185352206,80096908
185352206,89628482
185352206,176366874
185352206,177305942
185352206,129945820
185352206,141078729
185352206,163488426
185352206,21525823
185352206,67762281
185352206,110629301
185352206,210636556
18031725,149061807
18031725,90025108
18031725,97513683
18031725,83848730
18031725,162042489
18031725,137603280
18031725,26484449
18031725,137980939
18031725,162666116
18031725,135979043
18031725,123819331
18031725,139599995
18031725,194146366
18031725,178655407
18031725,185352206
18031725,89530569
18031725,85934256
18031725,90226154
18031725,71035577
18031725,22171445
18031725,219200607
18031725,40584410
18031725,40753584
18031725,341871317
18031725,246024696
18031725,199847776
18031725,49743084
18031725,76039583
18031725,162334011
18031725,56443386
18031725,382355930
18031725,47259093
18031725,426193177
18031725,45050468
18031725,68603392
18031725,165420522
18031725,134448659
18031725,76718224
18031725,191839048
18031725,80526333
18031725,107071727
18031725,141212886
18031725,22013081
18031725,40271055
18031725,138475435
18031725,43149723
18031725,186274805
18031725,17880393
18031725,23762493
18031725,118363632
18031725,163298395
18031725,148117617
18031725,132230294
18031725,194759959
18031725,29461701
18031725,79850701
18031725,232375018
18031725,88654015
18031725,156056633
18031725,169228917
18031725,58978893
18031725,34143544
18031725,80096908
18031725,89628482
18031725,176366874
18031725,177305942
18031725,129945820
18031725,141078729
18031725,163488426
18031725,21525823
18031725,67762281
18031725,110629301
18031725,210636556
89530569,149061807
89530569,90025108
89530569,97513683
89530569,83848730
89530569,162042489
89530569,137603280
89530569,26484449
89530569,137980939
89530569,162666116
89530569,135979043
89530569,123819331
89530569,139599995
89530569,194146366
89530569,178655407
89530569,185352206
89530569,18031725
89530569,85934256
89530569,90226154
89530569,71035577
89530569,22171445
89530569,219200607
89530569,40584410
89530569,40753584
89530569,341871317
89530569,246024696
89530569,199847776
89530569,49743084
89530569,76039583
89530569,162334011
89530569,56443386
89530569,382355930
89530569,47259093
89530569,426193177
89530569,45050468
89530569,68603392
89530569,165420522
89530569,134448659
89530569,76718224
89530569,191839048
89530569,80526333
89530569,107071727
89530569,141212886
89530569,22013081
89530569,40271055
89530569,138475435
89530569,43149723
89530569,186274805
89530569,17880393
89530569,23762493
89530569,118363632
89530569,163298395
89530569,148117617
89530569,132230294
89530569,194759959
89530569,29461701
89530569,79850701
89530569,232375018
89530569,88654015
89530569,156056633
89530569,169228917
89530569,58978893
89530569,34143544
89530569,80096908
89530569,89628482
89530569,176366874
89530569,177305942
89530569,129945820
89530569,141078729
89530569,163488426
89530569,21525823
89530569,67762281
89530569,110629301
89530569,210636556
85934256,149061807
85934256,90025108
85934256,97513683
85934256,83848730
85934256,162042489
85934256,137603280
85934256,26484449
85934256,137980939
85934256,162666116
85934256,135979043
85934256,123819331
85934256,139599995
85934256,194146366
85934256,178655407
85934256,185352206
85934256,18031725
85934256,89530569
85934256,90226154
85934256,71035577
85934256,22171445
85934256,219200607
85934256,40584410
85934256,40753584
85934256,341871317
85934256,246024696
85934256,199847776
85934256,49743084
85934256,76039583
85934256,162334011
85934256,56443386
85934256,382355930
85934256,47259093
85934256,426193177
85934256,45050468
85934256,68603392
85934256,165420522
85934256,134448659
85934256,76718224
85934256,191839048
85934256,80526333
85934256,107071727
85934256,141212886
85934256,22013081
85934256,40271055
85934256,138475435
85934256,43149723
85934256,186274805
85934256,17880393
85934256,23762493
85934256,118363632
85934256,163298395
85934256,148117617
85934256,132230294
85934256,194759959
85934256,29461701
85934256,79850701
85934256,232375018
85934256,88654015
85934256,156056633
85934256,169228917
85934256,58978893
85934256,34143544
85934256,80096908
85934256,89628482
85934256,176366874
85934256,177305942
85934256,129945820
85934256,141078729
85934256,163488426
85934256,21525823
85934256,67762281
85934256,110629301
85934256,210636556
90226154,149061807
90226154,90025108
90226154,97513683
90226154,83848730
90226154,162042489
90226154,137603280
90226154,26484449
90226154,137980939
90226154,162666116
90226154,135979043
90226154,123819331
90226154,139599995
90226154,194146366
90226154,178655407
90226154,185352206
90226154,18031725
90226154,89530569
90226154,85934256
90226154,71035577
90226154,22171445
90226154,219200607
90226154,40584410
90226154,40753584
90226154,341871317
90226154,246024696
90226154,199847776
90226154,49743084
90226154,76039583
90226154,162334011
90226154,56443386
90226154,382355930
90226154,47259093
90226154,426193177
90226154,45050468
90226154,68603392
90226154,165420522
90226154,134448659
90226154,76718224
90226154,191839048
90226154,80526333
90226154,107071727
90226154,141212886
90226154,22013081
90226154,40271055
90226154,138475435
90226154,43149723
90226154,186274805
90226154,17880393
90226154,23762493
90226154,118363632
90226154,163298395
90226154,148117617
90226154,132230294
90226154,194759959
90226154,29461701
90226154,79850701
90226154,232375018
90226154,88654015
90226154,156056633
90226154,169228917
90226154,58978893
90226154,34143544
90226154,80096908
90226154,89628482
90226154,176366874
90226154,177305942
90226154,129945820
90226154,141078729
90226154,163488426
90226154,21525823
90226154,67762281
90226154,110629301
90226154,210636556
71035577,149061807
71035577,90025108
71035577,97513683
71035577,83848730
71035577,162042489
71035577,137603280
71035577,26484449
71035577,137980939
71035577,162666116
71035577,135979043
71035577,123819331
71035577,139599995
71035577,194146366
71035577,178655407
71035577,185352206
71035577,18031725
71035577,89530569
71035577,85934256
71035577,90226154
71035577,22171445
71035577,219200607
71035577,40584410
71035577,40753584
71035577,341871317
71035577,246024696
71035577,199847776
71035577,49743084
71035577,76039583
71035577,162334011
71035577,56443386
71035577,382355930
71035577,47259093
71035577,426193177
71035577,45050468
71035577,68603392
71035577,165420522
71035577,134448659
71035577,76718224
71035577,191839048
71035577,80526333
71035577,107071727
71035577,141212886
71035577,22013081
71035577,40271055
71035577,138475435
71035577,43149723
71035577,186274805
71035577,17880393
71035577,23762493
71035577,118363632
71035577,163298395
71035577,148117617
71035577,132230294
71035577,194759959
71035577,29461701
71035577,79850701
71035577,232375018
71035577,88654015
71035577,156056633
71035577,169228917
71035577,58978893
71035577,34143544
71035577,80096908
71035577,89628482
71035577,176366874
71035577,177305942
71035577,129945820
71035577,141078729
71035577,163488426
71035577,21525823
71035577,67762281
71035577,110629301
71035577,210636556
22171445,149061807
22171445,90025108
22171445,97513683
22171445,83848730
22171445,162042489
22171445,137603280
22171445,26484449
22171445,137980939
22171445,162666116
22171445,135979043
22171445,123819331
22171445,139599995
22171445,194146366
22171445,178655407
22171445,185352206
22171445,18031725
22171445,89530569
22171445,85934256
22171445,90226154
22171445,71035577
22171445,219200607
22171445,40584410
22171445,40753584
22171445,341871317
22171445,246024696
22171445,199847776
22171445,49743084
22171445,76039583
22171445,162334011
22171445,56443386
22171445,382355930
22171445,47259093
22171445,426193177
22171445,45050468
22171445,68603392
22171445,165420522
22171445,134448659
22171445,76718224
22171445,191839048
22171445,80526333
22171445,107071727
22171445,141212886
22171445,22013081
22171445,40271055
22171445,138475435
22171445,43149723
22171445,186274805
22171445,17880393
22171445,23762493
22171445,118363632
22171445,163298395
22171445,148117617
22171445,132230294
22171445,194759959
22171445,29461701
22171445,79850701
22171445,232375018
22171445,88654015
22171445,156056633
22171445,169228917
22171445,58978893
22171445,34143544
22171445,80096908
22171445,89628482
22171445,176366874
22171445,177305942
22171445,129945820
22171445,141078729
22171445,163488426
22171445,21525823
22171445,67762281
22171445,110629301
22171445,210636556
219200607,149061807
219200607,90025108
219200607,97513683
219200607,83848730
219200607,162042489
219200607,137603280
219200607,26484449
219200607,137980939
219200607,162666116
219200607,135979043
219200607,123819331
219200607,139599995
219200607,194146366
219200607,178655407
219200607,185352206
219200607,18031725
219200607,89530569
219200607,85934256
219200607,90226154
219200607,71035577
219200607,22171445
219200607,40584410
219200607,40753584
219200607,341871317
219200607,246024696
219200607,199847776
219200607,49743084
219200607,76039583
219200607,162334011
219200607,56443386
219200607,382355930
219200607,47259093
219200607,426193177
219200607,45050468
219200607,68603392
219200607,165420522
219200607,134448659
219200607,76718224
219200607,191839048
219200607,80526333
219200607,107071727
219200607,141212886
219200607,22013081
219200607,40271055
219200607,138475435
219200607,43149723
219200607,186274805
219200607,17880393
219200607,23762493
219200607,118363632
219200607,163298395
219200607,148117617
219200607,132230294
219200607,194759959
219200607,29461701
219200607,79850701
219200607,232375018
219200607,88654015
219200607,156056633
219200607,169228917
219200607,58978893
219200607,34143544
219200607,80096908
219200607,89628482
219200607,176366874
219200607,177305942
219200607,129945820
219200607,141078729
219200607,163488426
219200607,21525823
219200607,67762281
219200607,110629301
219200607,210636556
40584410,149061807
40584410,90025108
40584410,97513683
40584410,83848730
40584410,162042489
40584410,137603280
40584410,26484449
40584410,137980939
40584410,162666116
40584410,135979043
40584410,123819331
40584410,139599995
40584410,194146366
40584410,178655407
40584410,185352206
40584410,18031725
40584410,89530569
40584410,85934256
40584410,90226154
40584410,71035577
40584410,22171445
40584410,219200607
40584410,40753584
40584410,341871317
40584410,246024696
40584410,199847776
40584410,49743084
40584410,76039583
40584410,162334011
40584410,56443386
40584410,382355930
40584410,47259093
40584410,426193177
40584410,45050468
40584410,68603392
40584410,165420522
40584410,134448659
40584410,76718224
40584410,191839048
40584410,80526333
40584410,107071727
40584410,141212886
40584410,22013081
40584410,40271055
40584410,138475435
40584410,43149723
40584410,186274805
40584410,17880393
40584410,23762493
40584410,118363632
40584410,163298395
40584410,148117617
40584410,132230294
40584410,194759959
40584410,29461701
40584410,79850701
40584410,232375018
40584410,88654015
40584410,156056633
40584410,169228917
40584410,58978893
40584410,34143544
40584410,80096908
40584410,89628482
40584410,176366874
40584410,177305942
40584410,129945820
40584410,141078729
40584410,163488426
40584410,21525823
40584410,67762281
40584410,110629301
40584410,210636556
40753584,149061807
40753584,90025108
40753584,97513683
40753584,83848730
40753584,162042489
40753584,137603280
40753584,26484449
40753584,137980939
40753584,162666116
40753584,135979043
40753584,123819331
40753584,139599995
40753584,194146366
40753584,178655407
40753584,185352206
40753584,18031725
40753584,89530569
40753584,85934256
40753584,90226154
40753584,71035577
40753584,22171445
40753584,219200607
40753584,40584410
40753584,341871317
40753584,246024696
40753584,199847776
40753584,49743084
40753584,76039583
40753584,162334011
40753584,56443386
40753584,382355930
40753584,47259093
40753584,426193177
40753584,45050468
40753584,68603392
40753584,165420522
40753584,134448659
40753584,76718224
40753584,191839048
40753584,80526333
40753584,107071727
40753584,141212886
40753584,22013081
40753584,40271055
40753584,138475435
40753584,43149723
40753584,186274805
40753584,17880393
40753584,23762493
40753584,118363632
40753584,163298395
40753584,148117617
40753584,132230294
40753584,194759959
40753584,29461701
40753584,79850701
40753584,232375018
40753584,88654015
40753584,156056633
40753584,169228917
40753584,58978893
40753584,34143544
40753584,80096908
40753584,89628482
40753584,176366874
40753584,177305942
40753584,129945820
40753584,141078729
